sex,race,incomeBefore,incomeAfter,binBefore,binAfter
male,black,230723.22529388932,267905.63534321176,5,8
male,black,261838.75723149523,304035.61897259316,8,11
male,black,230615.04035397375,267780.01576145645,5,8
male,black,248714.01365123986,288795.7454700179,7,10
male,black,267806.00723144907,310964.526543355,8,12
male,black,285148.1975500302,331101.5132278309,10,13
male,black,230775.74332736738,267966.61696787475,5,8
male,black,286754.1360477048,332966.2581965855,10,13
male,black,220218.83885602417,255708.40500828452,4,7
male,black,241168.7626877495,280034.53276322153,6,9
male,black,253312.3806896525,294135.16650748835,7,10
male,black,229907.17524861443,266958.074014816,5,8
male,black,231881.00524447704,269249.9983688878,5,8
male,black,219314.06660687196,254657.823369001,4,7
male,black,249109.26774711983,289254.6970972061,7,10
male,black,218643.6714987994,253879.3901309497,4,7
male,black,223098.08126956265,259051.6543371009,4,7
male,black,223736.047214229,259792.4322605868,5,7
male,black,256736.2698295275,298110.8355984285,7,11
male,black,271529.2553748711,315287.79810881335,8,12
male,black,207643.1310376923,241106.04762241963,3,6
male,black,247078.97080785639,286897.2058183982,6,10
male,black,243488.33682430987,282727.91996769275,6,9
male,black,214030.31891036668,248522.56853359207,4,7
male,black,221700.20676945272,257428.50410762138,4,7
male,black,250068.6574139417,290368.69807350234,7,10
male,black,205292.86871259692,238377.0266466342,3,6
male,black,268842.22770929197,312167.74006951187,8,12
male,black,216404.00663234806,251278.79004728573,4,7
male,black,252898.82005361922,293654.9581331111,7,10
male,black,272527.65452479786,316447.09517674637,8,12
male,black,258768.7236665373,300470.83137178974,7,11
male,black,233282.17956445075,270876.98020368576,5,8
male,black,218308.4104338709,253490.09976587654,4,7
male,black,265988.89685184916,308854.57809704944,8,11
male,black,193336.8288489559,224494.2003651556,2,5
male,black,199811.2306423527,232011.99023532492,3,5
male,black,277549.9357253369,322278.7466465488,9,13
male,black,232905.8314419075,270439.98135906685,5,8
male,black,276968.00250577123,321603.0314526559,9,12
male,black,221433.05733813808,257118.30196808057,4,7
male,black,266405.2061446683,309337.97809048276,8,11
male,black,230607.24861205692,267770.9683343238,5,8
male,black,198865.31997347585,230913.6404770785,2,5
male,black,244138.97156542234,283483.40833897423,6,9
male,black,232469.19037636367,269932.9730076863,5,8
male,black,244643.18914301432,284068.8835563215,6,9
male,black,265503.395443714,308290.8352703756,8,11
male,black,254435.6200590984,295439.42253342853,7,10
male,black,214182.98243921952,248699.83469151336,4,7
male,black,244573.26598891505,283987.6918730815,6,9
male,black,231161.78359680774,268414.86990609,5,8
male,black,263007.7958191425,305393.055031167,8,11
male,black,268254.59563270904,311485.4076141448,8,12
male,black,205337.2088813795,238428.5124954203,3,6
male,black,219091.82776748273,254399.7694284466,4,7
male,black,234176.57893053722,271915.5173085513,5,8
male,black,257151.22022425407,298592.6576993181,7,11
male,black,249544.40012564886,289759.9536277514,7,10
male,black,242008.3996481998,281009.4821774409,6,9
male,black,236841.31266359688,275009.68861647445,6,9
male,black,290366.0982921492,337160.3094833643,10,14
male,hispanic,460017.119013483,526770.5247996729,24,29
male,hispanic,448797.0621806857,513922.31767475157,23,28
male,hispanic,390875.17453389725,447595.3444122802,18,23
male,hispanic,356203.1613858627,407892.05119349883,15,20
male,hispanic,390962.2970205622,447695.10930390155,18,23
male,hispanic,330956.0550201174,378981.3195701242,13,17
male,hispanic,409443.82549131993,468858.50529342296,20,25
male,hispanic,468542.5240124308,536533.0572790215,24,30
male,hispanic,411753.9980784493,471503.9086399542,20,25
male,hispanic,439707.03018912784,503513.22478510544,22,27
male,hispanic,410218.34169749444,469745.4120878208,20,25
male,hispanic,406496.8746817597,465483.9203913655,19,24
male,hispanic,452676.0583412092,518364.1976803411,23,29
male,hispanic,478561.56263088656,548005.9655967605,25,31
male,hispanic,474787.24023517215,543683.9486391799,25,31
male,hispanic,437168.70675820485,500606.5634663135,22,27
male,hispanic,492606.8207006727,564089.3408855641,26,32
male,hispanic,525840.5589101171,602145.6500837678,29,35
male,hispanic,447376.15045280196,512295.21645252645,23,28
male,hispanic,472977.5351595518,541611.6359946819,25,30
male,hispanic,489556.73349846044,560596.6533968034,26,32
male,hispanic,401968.65205171995,460298.604209326,19,24
male,hispanic,373459.46973736223,427652.4345155768,17,21
male,hispanic,370936.01739760535,424762.802242388,17,21
male,hispanic,422448.8488824296,483750.6967219903,21,26
male,hispanic,415254.47128676774,475512.33796307916,20,25
male,hispanic,401460.1176329604,459716.27600549057,19,24
male,hispanic,444945.74441807426,509512.132498748,23,28
male,hispanic,437126.524730558,500558.26037514093,22,27
male,hispanic,445369.8230917066,509997.749525229,23,28
male,hispanic,429721.03992845607,492078.160495456,21,26
male,hispanic,474438.5339321725,543284.6413207349,25,31
male,hispanic,443558.1258003272,507923.1555731502,22,28
male,hispanic,426209.78901111084,488057.38950241165,21,26
male,hispanic,484992.5965475678,555370.2113417006,26,32
male,hispanic,468046.8247733491,535965.4267767614,24,30
male,hispanic,421570.77715014585,482745.207386683,21,26
male,hispanic,409282.7569694346,468674.064005707,20,25
male,hispanic,458542.1544240187,525081.5270673292,24,29
male,hispanic,431526.1014512797,494145.1557579642,21,27
male,hispanic,352835.93495626753,404036.20418232447,15,19
male,hispanic,462984.80434461887,530168.8530242295,24,30
male,hispanic,411640.6997696807,471374.1695343815,20,25
male,hispanic,408422.13231813436,467688.5535095037,20,24
male,hispanic,483643.41575333517,553825.2499790633,26,31
male,hispanic,429838.36033666227,492212.50535012805,21,26
male,hispanic,418411.0006707576,479126.91353304003,20,25
male,hispanic,374649.94659932004,429015.6623073604,17,21
male,hispanic,465009.21630801755,532487.0288231154,24,30
male,hispanic,498826.9679548733,571212.0980569781,27,33
male,hispanic,516976.7584396729,591995.6173294462,28,35
male,hispanic,475403.8802646937,544390.069734543,25,31
male,hispanic,404730.2679530785,463460.9601250656,19,24
male,hispanic,416361.736976619,476780.2797513901,20,25
male,hispanic,385505.07496331906,441445.9859382164,18,22
male,hispanic,472663.9168542896,541252.5083178597,25,30
male,hispanic,474728.52090250544,543616.7085030931,25,31
male,hispanic,449410.8718500157,514625.1976943767,23,28
male,hispanic,427715.52932280104,489781.6288435519,21,26
male,hispanic,429756.5813517032,492118.85935948126,21,26
male,hispanic,449759.9414766835,515024.9210586414,23,28
male,hispanic,464175.3301096051,531532.136815394,24,30
male,hispanic,484356.68155848066,554642.0182839122,26,32
male,hispanic,430286.0290919343,492725.1356314897,21,26
male,hispanic,510540.7717813801,584625.7001470963,28,34
male,hispanic,432765.8273952243,495564.7792004568,22,27
male,hispanic,386615.59219486354,442717.6511017091,18,22
male,hispanic,382325.2729600337,437804.76064290165,17,22
male,hispanic,430027.0705520829,492428.5994368554,21,26
male,hispanic,473240.2906951863,541912.5201698123,25,30
male,hispanic,491538.7400866523,562866.2703468362,26,32
male,hispanic,437691.7659540044,501205.52414774103,22,27
male,hispanic,487183.96643966675,557879.5724510582,26,32
male,hispanic,408850.11942547595,468178.64612524223,20,24
male,hispanic,498394.1439225368,570716.4666266767,27,33
male,hispanic,432474.9315395843,495231.6712438091,22,27
male,hispanic,387594.7432089472,443838.88740407344,18,22
male,hispanic,444177.5070921699,508632.4157173265,23,28
male,hispanic,444580.9846009814,509094.44212955504,23,28
male,hispanic,480013.99749278394,549669.164297017,25,31
male,hispanic,486835.9335932166,557481.0363149134,26,32
male,hispanic,427243.59578166716,489241.212696286,21,26
male,hispanic,459762.5140107025,526478.9738869179,24,29
male,hispanic,399614.14811582235,457602.43656101,19,24
male,hispanic,442291.1035004259,506472.27478140226,22,28
male,hispanic,410506.1086897215,470074.937149498,20,25
male,hispanic,439739.8309062943,503550.7852372743,22,27
male,hispanic,466236.6012085996,533892.5204048142,24,30
male,hispanic,448234.7438044199,513278.4008857302,23,28
male,hispanic,428770.18827935297,490989.3300987116,21,26
male,hispanic,450687.2544038739,516086.797013078,23,28
male,hispanic,393495.41654915136,450595.81157845334,18,23
male,hispanic,443241.47462762846,507560.55492737715,22,28
male,hispanic,467655.3470033336,535517.1413938159,24,30
male,hispanic,521554.8552108048,597238.044924064,29,35
male,hispanic,480894.48413449805,550677.4189709508,25,31
male,hispanic,367334.9536101562,420639.18557086133,16,21
male,hispanic,495062.13433155016,566900.9467941851,27,33
male,hispanic,504034.0079799936,577174.7353009306,27,33
male,hispanic,411102.2082377558,470757.5371197431,20,25
female,white,387523.827287547,432661.1652414978,18,22
female,white,458514.8545614113,511920.96404403745,24,28
female,white,433119.30097903195,483567.4305805268,22,26
female,white,298003.57946710766,332713.93101386045,11,13
female,white,439406.84459135507,490587.3239503245,22,26
female,white,474762.1428609785,530060.6762184047,25,30
female,white,323016.2179914616,360639.94889374,13,16
female,white,323060.2747515233,360689.1372217931,13,16
female,white,373995.859074602,417557.5094706239,17,20
female,white,428679.7712691727,478610.80091768375,21,25
female,white,333673.9673625079,372539.0733785607,13,17
female,white,406395.72801982885,453731.1949692242,19,23
female,white,444374.48029338516,496133.5714323943,23,27
female,white,419725.7767914015,468613.87837634067,21,24
female,white,400308.2809953987,446934.70469565585,19,23
female,white,448483.6311837339,500721.3409763099,23,27
female,white,399689.9624613434,446244.3667122928,19,23
female,white,322906.2324060257,360517.15259528375,13,16
female,white,381224.54239183606,425628.1630071755,17,21
female,white,354186.3695235512,395440.68405633187,15,19
female,white,408283.4799318959,455838.8252217397,20,23
female,white,365048.5400104065,407568.0398702686,16,20
female,white,324622.73085832334,362433.58242026914,13,16
female,white,416461.4850414894,464969.3740316899,20,24
female,white,359267.26008187333,401113.3779002565,16,19
female,white,355847.2527905598,397295.02084554004,15,19
female,white,398561.6896432983,444984.6768615227,19,23
female,white,445829.94111317006,497758.558929703,23,27
female,white,461874.65541209193,515672.10203524085,24,28
female,white,412489.64672422287,460534.9107200333,20,24
female,white,417801.7830086382,466465.78493446286,20,24
female,white,454551.900943347,507496.42028839,23,28
female,white,348742.3979638464,389362.6188827658,15,18
female,white,409781.7580080256,457511.61717058945,20,24
female,white,503121.8089379982,561723.5710051,27,32
female,white,369403.67123376764,412430.440623967,16,20
female,white,362461.8047891792,404680.0113254921,16,19
female,white,371035.4324776742,414252.26336484496,17,20
female,white,413222.8309537694,461353.49352902506,20,24
female,white,460798.468984729,514470.5654047347,24,28
female,white,354866.9261216473,396200.50936257443,15,19
female,white,403366.3497647792,450348.96597194904,19,23
female,white,316360.8200377613,353209.3548733697,12,15
female,white,354057.13981135655,395296.4021466147,15,19
female,white,416353.72581234155,464849.0634072439,20,24
female,white,423047.4071324833,472322.39989857364,21,25
female,white,433089.15605405293,483533.7744865034,22,26
female,white,340451.7282409343,380106.28270324646,14,17
female,white,405015.82340851496,452190.5641872874,19,23
female,white,402798.19778279,449714.6377545532,19,23
female,white,390367.214999574,435835.7402071969,18,22
female,white,381938.79853577644,426425.61305736,17,21
female,white,425486.83506674296,475045.96335000574,21,25
female,white,385445.5831741094,430340.8549625921,18,21
female,white,383071.0051911604,427689.69494425034,18,21
female,white,384331.5810543374,429097.0980080954,18,21
female,white,403313.7690645669,450290.26086681435,19,23
female,white,363986.2521746452,406382.0206877595,16,19
female,white,461141.1863527,514853.2012204798,24,28
female,white,443601.76705493126,495270.8554221632,22,27
female,white,390274.88417391956,435732.6550294545,18,22
female,white,323678.4075825843,361379.2678721659,13,16
female,white,402570.592085433,449460.5213898296,19,23
female,white,453536.2561855174,506362.4769965162,23,28
female,white,464099.453073923,518156.03587624343,24,29
female,white,337284.97318454925,376570.6757643902,14,17
female,white,327476.8123308058,365620.0967159751,13,16
female,white,384366.1938527511,429135.7423768785,18,21
female,white,359982.47598286753,401911.8994964364,16,19
female,white,356746.1729149034,398298.64385158796,15,19
female,white,389600.86013871443,434980.12317479716,18,22
female,white,441899.6254267464,493370.45465090935,22,27
female,white,426297.8718469455,475951.4666859742,21,25
