t0,dotColor,earnings0,earnings1,earnings2,earnings3,earnings4,earnings2Int,earnings3Int,earnings4Int,earnings4Ind,earnings4IntInd
1098.6149894684072,y,-15.311611742715105,-21.485356653818272,-0.8859467400577099,16.236758706936588,14.0,0,0,14.0,4,4
1214.0355517809824,y,-10.603450000565367,-15.615055722433118,-1.3020525145252737,14.348865491631305,14.0,0,0,14.0,5,6
1231.606452850337,b,18.105034413414987,20.479623100269656,18.543440497764045,14.0276939799187,14.0,0,0,14.0,6,7
1424.962698207457,b,13.311168896556563,21.660919838013072,17.275129136178574,13.983197224927693,14.0,0,0,14.0,7,8
1714.3612577777965,b,28.162397301149408,28.60642016415386,20.415160159383706,13.535444014765229,14.0,0,0,14.0,8,10
1752.2414222127525,b,23.849230618199353,28.744553717561647,19.58133847048026,12.860254780605873,14.0,0,0,14.0,9,11
1839.932265612619,b,21.165551378170118,24.458477143539014,16.820997776284823,11.91530886328323,14.0,0,0,14.0,10,12
1985.3487091468494,y,-17.05003392797524,-16.68434723052957,3.85879818535493,16.35178437203104,14.0,0,0,14.0,11,13
2036.8684908250116,b,13.356905908048866,12.569025890919567,15.080737618917679,12.018424496511672,14.0,0,0,14.0,12,14
2112.048823718594,y,0.5865341369765709,2.228920470871534,6.1810983275694245,16.677158690508747,14.0,0,0,14.0,13,15
2135.1970087260374,b,7.928259399454181,8.555887407362695,14.255902313501284,11.495076451271126,14.0,0,0,14.0,14,16
2557.0375510485123,b,1.3778728903598854,-3.796890482001661,6.63519932618852,13.346175058547114,14.0,0,0,14.0,15,18
2688.0196106113167,b,16.935251288287745,21.856876317579914,17.625324350128974,12.676548210426136,14.0,0,0,14.0,16,19
2690.143953280875,b,-0.15702311647574163,2.3675206013799595,2.875776904916943,9.72446780047446,14.0,0,0,14.0,17,20
2809.232274185444,b,6.262906265282684,5.662956859896063,9.628026410346141,14.378521707829904,14.0,0,0,14.0,18,21
2902.553928985043,b,10.32397099634844,9.130804726329732,13.38295061528649,11.753936553405763,14.0,0,0,14.0,19,22
3090.9326665294934,b,15.298462892599066,19.85819120087369,15.711785717909535,9.25398849449165,14.0,0,0,14.0,20,23
3138.765642544328,y,-8.89893444602723,-8.644047462182366,5.833778316988446,16.181355128789146,14.0,0,0,14.0,21,24
3247.58638399015,b,8.414472242212309,13.70884211686032,11.334671802863156,9.87405813167376,14.0,0,0,14.0,22,25
3286.615066255094,b,13.02069819188399,12.329177342111478,13.740931080786948,11.238546062532148,14.0,0,0,14.0,23,26
3341.6001262826107,b,9.05790156646593,1.8751992722517974,6.3761627906786345,11.285895924242354,14.0,0,0,14.0,24,27
3405.8477413786645,b,-1.7866878918786568,1.0456811690043484,6.017593428607597,14.55589114852565,14.0,0,0,14.0,25,28
3416.288117187666,y,1.2709630108821948,2.045782228727303,10.453204572850433,17.864522429874683,14.0,0,0,14.0,26,29
3664.7451482163233,b,9.380128738210125,13.14332806868283,13.803966181637014,9.332712688746179,14.0,0,0,14.0,27,30
3921.8207368019475,b,0.7284288546182189,2.1573937260734466,8.51495641684928,13.409445223882338,14.0,0,0,14.0,28,31
4093.290005953669,b,17.38356380079437,15.589061715183869,12.419437691155238,14.912775956959848,14.0,0,0,14.0,29,32
4114.036706081571,yI,-21.881927968604995,-21.114751160831045,-2.312812979574181,14.178828485002612,14.0,-3.8045977486825757,32.65706558753052,36.0,30,24
387.2843260295559,y,-7.879153906782218,-6.302876721349927,-2.1074420504267746,0.6776899932961369,0.0,0,0,0.0,0,0
399.586367961053,y,-9.430559647285882,-11.730876149463288,-0.7416520393370378,3.546020569926845,0.0,0,0,0.0,1,2
480.32887763626934,y,-11.124954366218436,-10.849996730005477,-4.392043914763717,4.004773916419415,0.0,0,0,0.0,2,3
690.7953856728127,y,-18.71252172944275,-24.93476753935218,-11.751618618523617,3.700870766769488,0.0,0,0,0.0,3,4
837.4938622059848,y,-9.18883431315913,-3.62020515847417,0.15478628577554687,0.7156429052420208,0.0,0,0,0.0,4,5
853.800080805137,y,-24.669820889191943,-24.034895514175094,-8.714865380584133,-0.5208448895118285,0.0,0,0,0.0,5,6
862.6474449327179,y,-2.140562217967659,-5.367508365081436,2.1512453575918125,3.1513771664171824,0.0,0,0,0.0,6,7
1377.7855286761774,y,-17.29124505857607,-17.796280612977444,-5.836114877774152,-0.3174813341025089,0.0,0,0,0.0,7,9
1482.196519455059,yI,-18.320011430545247,-16.110508757234435,-3.2459056197719853,2.728744755715658,0.0,-9.642458131249118,46.91135752791242,46.0,8,1
1645.1875490819596,y,-18.419990389801825,-13.642567378825856,-6.997349104078609,3.0518254379945837,0.0,0,0,0.0,9,10
1659.3865736891287,y,-12.52043667067105,-12.29971662789978,-1.934965361294629,1.7419514214230052,0.0,0,0,0.0,10,11
1669.677149545736,y,-24.00327760308727,-30.854058455036338,-14.553778305061387,0.23101612245703707,0.0,0,0,0.0,11,12
1674.8393784821678,y,-14.246080815174544,-17.27986181689627,-12.533743871043793,-0.8303994230556797,0.0,0,0,0.0,12,13
1740.96587772906,y,-9.623885612213105,-13.627872699941213,-5.7580940813135815,3.1762851488791934,0.0,0,0,0.0,13,14
1865.4757581099027,y,1.0293225524846683,-3.981661535097257,1.1347141651666819,1.3491596450477132,0.0,0,0,0.0,14,15
2023.1996563778875,y,1.4669662848517149,2.8735704468628143,5.001712516785591,2.361529950171176,0.0,0,0,0.0,15,16
2177.929487566731,y,-0.23940476659390342,-0.7814409559185194,-1.308822643464878,2.7184671494233026,0.0,0,0,0.0,16,17
2181.940628365884,y,-2.1485201644505203,-0.20055973731789756,2.2313595928456964,2.1436618547204063,0.0,0,0,0.0,17,18
2501.1876952133694,y,-4.557215468344552,-5.141726830300881,3.7453950275638275,3.3553534962502676,0.0,0,0,0.0,18,19
2632.247073699656,y,-2.3761959745764365,1.84381808182733,-0.7107092998419033,2.155731675056544,0.0,0,0,0.0,19,20
2720.2583280138147,y,-21.260328792441285,-17.476141945538238,-7.577866826163838,3.602810375348202,0.0,0,0,0.0,20,21
2836.3042395477587,y,-24.79927517709427,-19.68282310517793,-9.143706328594728,3.167005762462866,0.0,0,0,0.0,21,22
3099.392272003233,y,-26.911489375614863,-30.25558489919856,-17.994195135464434,0.4107754118471314,0.0,0,0,0.0,22,23
3167.835599169275,y,-2.38694540341859,-2.331698718120953,-3.2867159900395873,3.1879945312709115,0.0,0,0,0.0,23,24
3192.5899153384385,y,-15.367089717419503,-16.49468416159619,-4.648681817963019,2.931613949460666,0.0,0,0,0.0,24,25
3276.9414486996975,y,-28.97416136703612,-33.353405554859016,-14.933958301753087,2.8508977359181755,0.0,0,0,0.0,25,26
3529.212841615968,y,-18.936336117079396,-21.59867449601144,-8.447102432511272,1.1850250843810697,0.0,0,0,0.0,26,27
3614.165369061506,y,-8.119156325404198,-7.751257181806394,1.9080350401762196,3.3709970646446976,0.0,0,0,0.0,27,28
3678.4164459067338,y,-4.654219291750142,-7.7532809826885,-2.0059248738991164,1.4476919410975198,0.0,0,0,0.0,28,29
3683.2286912768377,y,-11.041645163926027,-10.552798032106551,-7.019295613112835,1.4084703409426251,0.0,0,0,0.0,29,30
3832.3300843309485,y,-23.602239650677493,-21.655181403993677,-13.099143243203573,-0.3411099325888307,0.0,0,0,0.0,30,31
4013.378502637737,y,-16.89244161843483,-18.293936971271982,-5.0730450647446546,3.0115112965086634,0.0,0,0,0.0,31,32
4041.0933372381724,y,-25.576379065607004,-26.212751105512233,-13.461352794176435,4.79986759113157,0.0,0,0,0.0,32,33
325.3652968753829,y,-22.220787017224804,-28.929761661192263,-19.961174338830453,-13.897661256139983,-18.0,0,0,-18.0,0,0
748.1124327244321,y,-20.158133584645842,-14.384002914706548,-15.246053076782022,-15.021939106699136,-18.0,0,0,-18.0,1,1
785.61390987456,b,18.47538234081776,14.20104131065632,-6.7479356871709975,-22.299685180433855,-18.0,0,0,-18.0,2,3
891.9293611708806,y,-13.031205792450038,-11.043415744979065,-13.266159643008297,-15.224597919635245,-18.0,0,0,-18.0,3,4
962.7258872310995,y,-26.310963866433067,-30.132359037428884,-24.584132833567836,-13.602489544272254,-18.0,0,0,-18.0,4,5
1027.4666898893636,y,-25.777890804509422,-24.417521236829998,-23.680587690038678,-15.01761251013684,-18.0,0,0,-18.0,5,6
1169.923585401148,y,-10.777852775141522,-12.338818540843565,-16.30647640579758,-18.268011998361594,-18.0,0,0,-18.0,6,7
1228.598537826443,y,-29.600834479648984,-27.442342337551757,-21.78239103726206,-15.002956757319215,-18.0,0,0,-18.0,7,8
1510.4860414802993,y,-22.041319836483385,-19.132301732276243,-15.918919088707906,-15.740841464742033,-18.0,0,0,-18.0,8,9
1618.057964417754,yI,-25.20978567407965,-21.224433506249405,-19.404335479709296,-15.683189106490357,-18.0,-16.76685060814492,13.163509425338669,14.0,9,9
1661.980061420569,y,-1.7473564142650915,-0.35156299007568936,-4.567577839571914,-13.278228398314248,-18.0,0,0,-18.0,10,10
1758.4215355072981,y,-28.110504511623834,-28.816753695042703,-18.992464771830974,-13.548716694502396,-18.0,0,0,-18.0,11,11
1847.035134621824,y,-8.791278748145341,-18.446285465122042,-17.186046852646644,-16.01119325429604,-18.0,0,0,-18.0,12,12
2008.3036652752182,y,-19.128332676867952,-13.336322830491294,-13.294060287243571,-15.925369969398968,-18.0,0,0,-18.0,13,13
2056.8829543882703,y,-17.14134458507522,-10.726906362873844,-15.084624726328213,-18.98906244184576,-18.0,0,0,-18.0,14,14
2071.5554241749483,b,13.528559941420419,14.310760509843014,-4.3085950662472605,-17.27401642665794,-18.0,0,0,-18.0,15,15
2206.6708164184874,b,0.44744630477318026,-0.9566814771547527,-11.699821441884858,-19.683997369674593,-18.0,0,0,-18.0,16,16
2365.068778950052,yI,-3.027599633442996,-6.332093202070952,-9.966888376405358,-18.863864974479014,-18.0,-14.602566570344795,13.968376188007447,14.0,17,17
2446.5889656021695,yI,-22.753407500055303,-15.848814228731742,-15.900912090446454,-15.880420051144032,-18.0,-9.486135440542208,28.340653546523704,30.0,18,12
2470.3489666730015,yI,-1.7963673279253953,-3.0949001222232706,-9.695731326310147,-13.91669424188068,-18.0,-11.336996579882905,21.574537245287953,26.0,19,12
2531.64999458216,y,-22.52194649788074,-20.22819682824616,-15.948567147974744,-13.851029858171774,-18.0,0,0,-18.0,20,17
2541.9732303987707,y,-10.872958783640364,-7.780474007256922,-13.140866970974617,-15.526323130831265,-18.0,0,0,-18.0,21,18
2581.4539813144593,y,-3.0568586970540004,-5.114020834687849,-11.64237836256135,-16.667189271070185,-18.0,0,0,-18.0,22,19
2608.023854580818,y,-11.328358027287681,-10.950906247558711,-11.531914365275188,-16.333741933626552,-18.0,0,0,-18.0,23,20
2709.9606016022826,y,-9.829085311584667,-6.17651447464646,-13.568525471230505,-15.930971995818785,-18.0,0,0,-18.0,24,21
3256.6083212729154,y,-29.590821934336162,-30.134666480460574,-20.791622600525617,-13.841359557296695,-18.0,0,0,-18.0,25,23
3681.073951568565,y,-8.95585417945643,-11.450602172461812,-16.632829888183934,-17.65886577937002,-18.0,0,0,-18.0,26,25
3699.0774333356094,b,4.527954084048307,7.112676728931985,-5.855230980088411,-18.790716637236788,-18.0,0,0,-18.0,27,26
114.37560918264903,b,12.815564965417728,14.224570976154283,43.2022632912902,69.38183856075341,74.0,0,0,74.0,0,0
1618.2059509133164,b,24.884154485549526,31.36450999323626,50.85013350826868,70.40467268245315,74.0,0,0,74.0,1,1
1981.2917336541766,y,-17.27969660219679,-14.664877861826946,30.61914873035231,76.72773196855208,74.0,0,0,74.0,2,2
1997.2480706363212,b,24.520301057031542,26.547088992650966,51.40090299703856,72.73437368568473,74.0,0,0,74.0,3,3
2502.1240847395215,b,0.8218085973816294,3.186598865930037,38.02759606506344,70.53906147212176,74.0,0,0,74.0,4,4
2589.2795464830856,b,27.129405185865206,28.223312354557905,48.16917160895463,69.03702836373895,74.0,0,0,74.0,5,5
3928.464084418718,b,14.510704094363597,13.34216122836721,45.52587114033838,71.57016218153348,74.0,0,0,74.0,6,6
4297.256950376484,b,4.803268567510667,9.23074888970848,39.80359961185549,69.4676219138991,74.0,0,0,74.0,7,7
1000.0027650401516,y,-26.487841159788125,-34.91638739149741,-53.498997481045095,-72.45105253751983,-74.0,0,0,-74.0,0,0
2660.2488316354475,b,-1.533740550675656,-3.9872864375243977,-38.81653683781377,-76.90750476546826,-74.0,0,0,-74.0,1,1
2782.5219382091404,b,18.220541329625817,20.871030122445735,-23.963444090289265,-74.66841849601606,-74.0,0,0,-74.0,2,2
3157.5204429250366,y,-17.170913056812097,-24.97907787238335,-47.74756468548486,-70.75060326169849,-74.0,0,0,-74.0,3,3
3200.896442293415,y,-10.627636438126956,-16.636442909588624,-44.76709256138345,-74.97449389410616,-74.0,0,0,-74.0,4,4
3746.199434770142,y,-16.69209565582262,-15.29980545450833,-38.775261881675874,-69.22350563209368,-74.0,0,0,-74.0,5,5
380.6959289272292,b,21.725671318444306,24.73317367197299,23.894550453053668,26.553311432899875,30.0,0,0,30.0,0,0
393.43896753674204,b,13.245157340723548,10.302649684691776,17.677461620422275,26.629581401658843,30.0,0,0,30.0,1,1
515.7356110227796,y,-7.988853377209072,-11.000053532916976,6.215401703067325,29.01370098955394,30.0,0,0,30.0,2,2
852.5227971898103,b,26.963165109297996,23.18361443516483,26.961247585722134,29.261726311606775,30.0,0,0,30.0,3,3
1185.7551493192796,b,4.082730618893418,1.846343026560608,15.219624792073173,27.196818666203917,30.0,0,0,30.0,4,4
1252.8033866173514,y,-23.075571921962872,-28.22750788677322,1.0533568924599916,30.96627856352733,30.0,0,0,30.0,5,5
1562.5459963068677,b,1.4026092338222327,-2.846584817716817,11.055829312766974,26.01887117717461,30.0,0,0,30.0,6,7
1573.2848075472452,b,0.932000301709202,1.7201185938155636,17.542908180069468,26.704950408539588,30.0,0,0,30.0,7,8
1934.9166455262462,b,27.058560765649858,32.65433664222055,28.584276976528784,27.891530142111932,30.0,0,0,30.0,8,9
2183.6863885591824,b,6.206826262766199,9.729797271187541,19.27420406062018,26.294986765123344,30.0,0,0,30.0,9,11
2523.370117435732,y,-1.6361607162756187,-8.429442896019303,11.77479054656293,31.56029184051791,30.0,0,0,30.0,10,13
2708.850340662527,b,13.293870356829768,8.707217759623008,15.892602992544944,25.535197010184362,30.0,0,0,30.0,11,14
2750.855931155842,b,-0.27235727871146764,0.36256765730462703,17.893030397549943,28.08540593578175,30.0,0,0,30.0,12,15
2814.7943280789477,b,24.117857694807164,28.324037362907237,31.621462547155893,29.150062220840702,30.0,0,0,30.0,13,16
2857.459139123585,b,28.23528933665962,28.53898049869571,30.254928122364973,26.955662841608394,30.0,0,0,30.0,14,18
3164.065748004722,b,5.585445092017128,0.3489985846817416,15.808185416048117,29.125044746123127,30.0,0,0,30.0,15,19
3228.137225167489,b,8.51386255539433,6.237539009725697,12.729147226575627,25.750383711692578,30.0,0,0,30.0,16,20
3394.137240492215,b,12.477276230023932,15.523835188700696,18.93617103971197,28.024028237372193,30.0,0,0,30.0,17,22
3647.591190687449,b,15.66614281231583,7.958251665479937,17.42488983545855,25.15129787475889,30.0,0,0,30.0,18,23
3737.957478523182,b,21.164863590034074,20.312458767435665,24.729157528423286,29.216922463336495,30.0,0,0,30.0,19,24
3780.6319359901026,b,4.251654678183712,8.939092173391865,18.75822977255165,27.424103813191213,30.0,0,0,30.0,20,25
3998.078730761755,b,15.466102212623884,18.24360221896535,21.211521939996636,28.22536051236091,30.0,0,0,30.0,21,26
798.599196106209,y,-27.420833988400677,-24.05455710507156,-11.589012807268231,5.913365217606751,4.0,0,0,4.0,0,0
837.6728270937388,b,8.688128972337307,2.6170135521278217,0.7418102490002916,1.7970854896781425,4.0,0,0,4.0,1,1
983.5156899607781,b,2.0175354515511223,3.1271743745497558,3.6834148302840406,1.1750783000702985,4.0,0,0,4.0,2,2
1120.5335900316159,b,0.21311521756807394,-0.49405323140564494,1.9770517837108272,0.5609506637182662,4.0,0,0,4.0,3,3
1218.6356987619167,b,16.851884067616652,15.310009043522353,5.869094284570978,-0.4151089911860799,4.0,0,0,4.0,4,4
1277.14471867689,b,-0.877098967769335,2.6717978632481083,-0.06455477036727064,2.6648848814268256,4.0,0,0,4.0,5,5
1450.3631963339558,b,-1.2975425180826328,-1.263674718472335,-2.1029363513837156,2.59557944008327,4.0,0,0,4.0,6,6
1552.4894165702851,b,22.61079826900831,23.909352036369764,10.365226509117873,4.544187022259235,4.0,0,0,4.0,7,7
1681.2572209165398,b,3.0426962829916135,11.83772415277716,6.164477975943223,1.3205370300383779,4.0,0,0,4.0,8,8
1726.621395957228,b,6.54759302330012,11.794739935954393,5.318734198030468,-0.9666564717243062,4.0,0,0,4.0,9,9
1796.43239043042,b,19.801850582842494,20.21960706458133,14.082703810232342,2.302235028922296,4.0,0,0,4.0,10,10
1965.2273883845155,b,20.660931942869382,17.260610301307675,11.533272480073816,1.4072367225239484,4.0,0,0,4.0,11,11
1966.0331647502871,b,0.029027771243864464,-4.197854510293753,-1.2409883922954414,3.0856874897293856,4.0,0,0,4.0,12,12
2045.9526237063671,b,17.28573023376261,20.837451345659225,13.704098695896832,2.073334314083917,4.0,0,0,4.0,13,14
2075.3529606194184,b,23.61168218286102,17.290351329767226,11.197914146197007,3.689594418021004,4.0,0,0,4.0,14,15
2160.779155890708,b,9.903634436962157,6.555269909315838,5.056312501724289,0.6622149907209183,4.0,0,0,4.0,15,16
2667.130865342211,b,26.064664983466706,25.294532794357178,14.366245254513695,0.31333757943679785,4.0,0,0,4.0,16,17
2879.395392849185,b,15.938582573249452,16.95560639858712,6.426638353120363,1.8605352560950315,4.0,0,0,4.0,17,18
2925.1178320377326,y,-17.39834648620216,-9.641861885838992,-1.0904761418214068,5.667016358799675,4.0,0,0,4.0,18,19
2934.967292917665,b,17.37524797835307,25.661838294326593,13.986636386989412,2.82745204508956,4.0,0,0,4.0,19,20
3131.4433153725845,b,19.564118921830037,13.11090981414404,7.386923595822378,-0.24387540293419363,4.0,0,0,4.0,20,21
3142.2493261435266,b,1.0836120846430113,-4.291493628341427,-0.6668993698543151,4.514607840702059,4.0,0,0,4.0,21,22
3187.122186621569,b,21.43326754744979,21.277582156030814,9.876318831799445,2.753792771137584,4.0,0,0,4.0,22,23
3227.2416963601936,b,17.56948764644704,20.735518500582618,7.2623813244301445,0.48340411429735575,4.0,0,0,4.0,23,24
3268.852546228241,y,-26.441589252083467,-27.84232946518741,-15.857029938112495,3.8056459979489112,4.0,0,0,4.0,24,25
3290.047571947659,b,21.37939241104316,22.347357366353183,12.24255694573013,0.07523995894927538,4.0,0,0,4.0,25,26
3291.1246017378694,b,23.32779635826119,20.78096885001025,11.034145989760095,2.561917017407751,4.0,0,0,4.0,26,27
3459.6529275630196,y,-4.588377726616429,1.7525908898532494,5.618971872941833,6.4870953778943985,4.0,0,0,4.0,27,28
60.19981482695555,b,17.866546603761396,15.263855309349461,-15.854969509235886,-49.033215593597596,-48.0,0,0,-48.0,0,0
455.6459687431177,b,13.952980500014267,13.560216792676405,-13.451353583191466,-48.49862116576901,-48.0,0,0,-48.0,1,1
806.0555347450268,yI,-2.636661113492181,2.6726297426752765,-22.797059906252375,-43.76703225826333,-48.0,-15.835613223206494,-31.26156837973703,-28.0,2,2
970.1904552984919,b,3.5223046285621784,5.795563865256675,-22.15117989801484,-49.58311508041729,-48.0,0,0,-48.0,3,2
1008.2107430471333,y,-1.8188244049272058,5.777752228824292,-20.027487143515522,-43.683738404855504,-48.0,0,0,-48.0,4,3
1145.3882676290862,y,-16.041063007297016,-16.677691091173084,-34.92108233913777,-45.108064935844965,-48.0,0,0,-48.0,5,4
1705.808132103698,b,12.061655860268168,18.86979476128014,-15.502598203472205,-50.059308903346604,-48.0,0,0,-48.0,6,5
2234.7634095514773,y,-11.760124874098771,-11.017882800029504,-26.391885244688726,-46.80628653213258,-48.0,0,0,-48.0,7,6
2674.7773681014496,y,0.9072775400025535,4.719840481514601,-18.168711194601713,-44.470123428165536,-48.0,0,0,-48.0,8,7
805.3860156838244,y,-18.403631368621763,-10.126377905622832,-38.67333098096508,-68.35601658646515,-68.0,0,0,-68.0,0,0
1020.3735259091649,b,4.197438943087057,3.5082392040095454,-31.61323937049801,-68.81777083657771,-68.0,0,0,-68.0,1,1
1046.0352908079756,y,-24.709674064890834,-24.36193289903143,-49.90517722425523,-68.26876365359513,-68.0,0,0,-68.0,2,2
2838.760968886338,b,26.101028714846734,22.862506727156152,-22.789192949480984,-72.16464702052536,-68.0,0,0,-68.0,3,3
3005.4926750189693,y,1.5384105536911896,1.4038150083921872,-26.376811419628268,-63.30939534515497,-68.0,0,0,-68.0,4,4
3049.482157387988,y,-11.177049871301616,-13.100904650849538,-42.90607647343663,-68.91359174716364,-68.0,0,0,-68.0,5,5
3065.835927114302,y,-2.3810615583717585,-7.092795228760447,-36.5352620511327,-63.93388379606633,-68.0,0,0,-68.0,6,6
3162.7506110667523,y,-11.49425902506847,-9.008868234377681,-37.38930198866079,-68.59449505726442,-68.0,0,0,-68.0,7,7
3206.4830681320714,y,-19.85972903301368,-21.404244851991262,-46.97745090799266,-65.94531404957371,-68.0,0,0,-68.0,8,8
713.8030767927868,y,-7.534893665846667,-14.136488468496797,-9.282597818930864,-7.23451622193122,-12.0,0,0,-12.0,0,0
756.4772017584651,b,2.610084638693696,-0.3283312910324576,-5.393597396221587,-14.075936530845532,-12.0,0,0,-12.0,1,1
